APthreshold.hoc:  ilow=20  istep=10  nsteps=35  verbosedata=0  useCellType=WT-2005  

Time (ms)	20 pA	30 pA	40 pA	50 pA	60 pA	70 pA	80 pA	90 pA	100 pA	110 pA	120 pA	130 pA	140 pA	150 pA	160 pA	170 pA	180 pA	190 pA	200 pA	210 pA	220 pA	230 pA	240 pA	250 pA	260 pA	270 pA	280 pA	290 pA	300 pA	310 pA	320 pA	330 pA	340 pA	350 pA	360 pA	
66.400000	-57.961878	-56.942479	-55.922294	-54.900763	-53.876920	-52.849097	-51.814392	-50.767639	-49.699308	-48.590575	-47.399212	-46.002522	-42.730367	-77.133657	-59.011168	-51.539626	-47.842936	-45.395048	-43.388301	-41.354208	-38.389744	13.909622	2.535022	-8.581923	-14.437091	-32.113599	-77.639110	-77.309945	-75.613901	-73.495863	-71.134529	-68.662520	-66.175529	-63.740105	-61.384759	
66.500000	-57.961851	-56.942437	-55.922239	-54.900695	-53.876837	-52.849002	-51.814285	-50.767524	-49.699195	-48.590488	-47.399202	-46.002641	-42.686580	-76.614426	-58.341703	-51.129875	-47.550479	-45.154861	-43.156064	-41.061328	-37.682655	39.898502	-0.778770	-10.071778	-16.060255	-59.929505	-77.964058	-76.785470	-74.849552	-72.543397	-70.042732	-67.476555	-64.931680	-62.465166	-60.097491	
66.600000	-57.961825	-56.942398	-55.922187	-54.900629	-53.876759	-52.848912	-51.814184	-50.767417	-49.699092	-48.590412	-47.399209	-46.002802	-42.640910	-76.036529	-57.696353	-50.738065	-47.270477	-44.922887	-42.926648	-40.755258	-36.764728	27.992924	-3.402927	-11.450634	-18.296800	-73.718198	-77.758674	-76.170470	-74.010627	-71.531503	-68.909598	-66.266539	-63.678469	-61.192603	-58.821740	
66.700000	-57.961800	-56.942361	-55.922138	-54.900567	-53.876685	-52.848826	-51.814089	-50.767316	-49.698997	-48.590348	-47.399235	-46.003005	-42.593208	-75.404283	-57.074979	-50.363490	-47.002289	-44.698452	-42.698995	-40.430533	-35.459329	16.500276	-5.554699	-12.783935	-22.697587	-77.297536	-77.355494	-75.473518	-73.102948	-70.468312	-67.743863	-65.040595	-62.422897	-59.928209	-57.562191	
66.800000	-57.961777	-56.942326	-55.922090	-54.900508	-53.876615	-52.848745	-51.813999	-50.767222	-49.698910	-48.590294	-47.399277	-46.003248	-42.543313	-74.722516	-56.477320	-50.005448	-46.745290	-44.480795	-42.471703	-40.080616	-33.293172	9.314001	-7.376214	-14.149483	-38.896219	-77.986361	-76.839646	-74.699703	-72.133365	-69.362367	-66.554020	-63.806244	-61.171234	-58.677044	-56.322853	
66.900000	-57.961754	-56.942292	-55.922046	-54.900453	-53.876548	-52.848668	-51.813914	-50.767134	-49.698830	-48.590251	-47.399335	-46.003529	-42.491045	-73.996754	-55.903016	-49.663251	-46.498814	-44.269270	-42.243558	-39.697600	-28.352984	4.341897	-8.966936	-15.682305	-65.328375	-77.898225	-76.234941	-73.854130	-71.109591	-68.222305	-65.348117	-62.570321	-59.929011	-57.443471	-55.107114	
67.000000	-57.961733	-56.942260	-55.922003	-54.900399	-53.876485	-52.848595	-51.813834	-50.767052	-49.698758	-48.590217	-47.399408	-46.003846	-42.436205	-73.233096	-55.351620	-49.336206	-46.262244	-44.063316	-42.013452	-39.267985	-5.925852	0.644988	-10.399929	-17.692675	-75.249548	-77.552295	-75.549710	-72.942828	-70.039902	-67.056583	-64.133610	-61.338935	-58.701040	-56.231201	-53.917790	
67.100000	-57.961713	-56.942230	-55.921963	-54.900349	-53.876424	-52.848526	-51.813758	-50.766975	-49.698692	-48.590192	-47.399496	-46.004198	-42.378572	-72.437986	-54.822620	-49.023644	-46.035015	-43.862401	-41.780078	-38.773349	36.846376	-2.234413	-11.739095	-21.253168	-77.657051	-77.078912	-74.788931	-71.972822	-68.932808	-65.873261	-62.917282	-60.117465	-57.491453	-55.043346	-52.757179	
67.200000	-57.961693	-56.942201	-55.921924	-54.900301	-53.876367	-52.848461	-51.813687	-50.766903	-49.698633	-48.590175	-47.399598	-46.004584	-42.317900	-71.617980	-54.315452	-48.724912	-45.816590	-43.665765	-41.541197	-38.183273	34.031001	-4.560527	-13.045739	-32.765471	-78.043926	-76.513245	-73.957621	-70.951909	-67.796760	-64.679842	-61.705198	-58.910581	-56.303749	-53.882473	-51.627111	
67.300000	-57.961675	-56.942173	-55.921887	-54.900255	-53.876313	-52.848399	-51.813620	-50.766837	-49.698580	-48.590167	-47.399713	-46.005001	-42.253913	-70.779519	-53.829510	-48.439353	-45.606354	-43.472640	-41.294531	-37.445784	20.593685	-6.501447	-14.401922	-60.655582	-77.870211	-75.866382	-73.061714	-69.888345	-66.639905	-63.483183	-60.502699	-57.722281	-55.140843	-52.750657	-50.528981	
67.400000	-57.961658	-56.942147	-55.921853	-54.900212	-53.876262	-52.848340	-51.813557	-50.766775	-49.698532	-48.590167	-47.399840	-46.005450	-42.186302	-69.928761	-53.364158	-48.166336	-45.403732	-43.282397	-41.037854	-36.459994	12.020768	-8.171118	-15.955510	-73.977093	-77.493422	-75.143709	-72.108128	-68.790529	-65.469908	-62.289432	-59.314424	-56.555943	-54.005129	-51.649526	-49.463777	
67.500000	-57.961641	-56.942122	-55.921820	-54.900171	-53.876213	-52.848285	-51.813497	-50.766717	-49.698491	-48.590174	-47.399980	-46.005928	-42.114716	-69.071440	-52.918739	-47.905263	-45.208222	-43.094487	-40.768473	-34.999147	6.318290	-9.651631	-18.061281	-77.407569	-77.004627	-74.349966	-71.104544	-67.666722	-64.293828	-61.104024	-58.144342	-55.414373	-52.898522	-50.580298	-48.432077	
67.600000	-57.961625	-56.942099	-55.921788	-54.900132	-53.876166	-52.848233	-51.813441	-50.766664	-49.698454	-48.590188	-47.400130	-46.006434	-42.038763	-68.212786	-52.492580	-47.655534	-45.019375	-42.908397	-40.481647	-32.399566	2.178502	-11.007246	-22.035296	-78.066402	-76.429059	-73.490647	-70.059095	-66.524832	-63.118047	-59.931691	-56.995806	-54.299864	-51.822513	-49.543807	-47.434028	
67.700000	-57.961610	-56.942076	-55.921758	-54.900095	-53.876123	-52.848183	-51.813389	-50.766615	-49.698423	-48.590209	-47.400291	-46.006966	-41.957967	-67.357473	-52.085000	-47.416553	-44.836744	-42.723279	-40.171858	-25.432955	-0.991045	-12.294827	-36.071129	-77.981101	-75.775279	-72.572245	-68.980056	-65.372244	-61.948240	-58.776491	-55.871598	-53.214244	-50.778198	-48.540504	-46.469281	
67.800000	-57.961596	-56.942055	-55.921730	-54.900059	-53.876081	-52.848136	-51.813340	-50.766569	-49.698396	-48.590236	-47.400462	-46.007525	-41.871281	-66.509605	-51.695316	-47.187761	-44.659757	-42.538109	-39.832797	8.328317	-3.514005	-13.580714	-63.507026	-77.648496	-75.048153	-71.602096	-67.875567	-64.215721	-60.789378	-57.641861	-54.773992	-52.158925	-49.766312	-47.570442	-45.536877	
67.900000	-57.961582	-56.942035	-55.921703	-54.900026	-53.876041	-52.848092	-51.813293	-50.766528	-49.698374	-48.590269	-47.400643	-46.008108	-41.777320	-65.672721	-51.322842	-46.968644	-44.487892	-42.352039	-39.454023	40.205253	-5.590043	-14.959142	-74.805241	-77.193318	-74.252448	-70.588094	-66.753416	-63.061345	-59.645750	-56.530660	-53.704798	-51.134944	-48.787234	-46.633225	-44.635067	
68.000000	-57.961570	-56.942015	-55.921677	-54.899994	-53.876004	-52.848050	-51.813250	-50.766490	-49.698356	-48.590308	-47.400833	-46.008714	-41.674784	-64.849821	-50.966901	-46.758685	-44.320717	-42.164306	-39.020180	30.030881	-7.351001	-16.617680	-77.616945	-76.649229	-73.393802	-69.538373	-65.620878	-61.914495	-58.521007	-55.445230	-52.665415	-50.142987	-47.840981	-45.727914	-43.761038	
68.100000	-57.961557	-56.941997	-55.921653	-54.899964	-53.875969	-52.848011	-51.813210	-50.766455	-49.698342	-48.590352	-47.401032	-46.009342	-41.562293	-64.043404	-50.626822	-46.557342	-44.157853	-41.974172	-38.509609	17.982198	-8.889518	-19.083786	-78.119167	-76.026841	-72.478826	-68.461021	-64.484613	-60.779860	-57.418207	-54.387444	-51.656873	-49.183413	-46.927171	-44.852885	-42.910518	
68.200000	-57.961546	-56.941980	-55.921630	-54.899935	-53.875935	-52.847974	-51.813172	-50.766423	-49.698332	-48.590402	-47.401238	-46.009992	-41.438268	-63.255507	-50.301942	-46.364122	-43.998961	-41.780557	-37.883518	10.426295	-10.273238	-24.690815	-77.993009	-75.331306	-71.514901	-67.363849	-63.350604	-59.661464	-56.339868	-53.358759	-50.679865	-48.256252	-46.044956	-44.005607	-42.077203	
68.300000	-57.961535	-56.941963	-55.921608	-54.899908	-53.875903	-52.847939	-51.813136	-50.766394	-49.698326	-48.590456	-47.401452	-46.010661	-41.300832	-62.487750	-49.991611	-46.178578	-43.843659	-41.581661	-37.074741	5.242947	-11.560406	-46.184954	-77.649337	-74.567170	-70.509882	-66.254207	-62.224143	-58.562714	-55.288025	-52.360260	-49.734771	-47.361184	-45.192917	-43.182345	-41.251871	
68.400000	-57.961524	-56.941947	-55.921587	-54.899882	-53.875873	-52.847905	-51.813103	-50.766368	-49.698323	-48.590514	-47.401674	-46.011350	-41.147703	-61.741388	-49.695199	-46.000299	-43.691367	-41.375789	-35.944435	1.413634	-12.806114	-69.048299	-77.191978	-73.739721	-69.471790	-65.138867	-61.109840	-57.486445	-54.264279	-51.392699	-48.821672	-46.497500	-44.368895	-42.377695	-40.420910	
68.500000	-57.961514	-56.941932	-55.921567	-54.899858	-53.875845	-52.847874	-51.813073	-50.766345	-49.698323	-48.590577	-47.401902	-46.012057	-40.976064	-61.017350	-49.412076	-45.828874	-43.541586	-41.161287	-34.149263	-1.551591	-14.077537	-76.282985	-76.649288	-72.855222	-68.408541	-64.023948	-60.011646	-56.434977	-53.269844	-50.456522	-47.940343	-45.664022	-43.569765	-41.583912	-39.563764	
68.600000	-57.961504	-56.941918	-55.921548	-54.899834	-53.875818	-52.847845	-51.813044	-50.766324	-49.698326	-48.590644	-47.402137	-46.012781	-40.781451	-60.316282	-49.141640	-45.663832	-43.393917	-40.936384	-30.496253	-3.932474	-15.486871	-77.950515	-76.030497	-71.920762	-67.327728	-62.914889	-58.932903	-55.410166	-52.305594	-49.551896	-47.090231	-44.858994	-42.791102	-40.789845	-38.647950	
68.700000	-57.961495	-56.941904	-55.921530	-54.899812	-53.875792	-52.847817	-51.813017	-50.766306	-49.698333	-48.590715	-47.402377	-46.013522	-40.556252	-59.638589	-48.883310	-45.504750	-43.248015	-40.698229	-16.913055	-5.905439	-17.282489	-78.156488	-75.340427	-70.943979	-66.236455	-61.816448	-57.876389	-54.413453	-51.372096	-48.678712	-46.270414	-44.079924	-42.026721	-39.979172	-37.618227	
68.800000	-57.961487	-56.941892	-55.921513	-54.899791	-53.875768	-52.847791	-51.812993	-50.766290	-49.698342	-48.590789	-47.402624	-46.014278	-40.291304	-58.984467	-48.636514	-45.351260	-43.103570	-40.442422	28.927303	-7.588714	-20.243009	-77.942680	-74.583575	-69.932750	-65.141237	-60.732723	-56.844369	-53.445917	-50.469638	-47.836584	-45.479524	-43.323368	-41.267983	-39.127067	-36.369572	
68.900000	-57.961479	-56.941879	-55.921497	-54.899772	-53.875745	-52.847767	-51.812970	-50.766276	-49.698354	-48.590867	-47.402876	-46.015049	-39.974827	-58.353935	-48.400688	-45.203034	-42.960286	-40.164270	38.236197	-9.066220	-28.536617	-77.564538	-73.765237	-68.894916	-64.047931	-59.667192	-55.838655	-52.508310	-49.598252	-47.024827	-44.715649	-42.584595	-40.502560	-38.193254	-34.666213	
69.000000	-57.961471	-56.941868	-55.921481	-54.899753	-53.875723	-52.847744	-51.812949	-50.766264	-49.698368	-48.590948	-47.403133	-46.015833	-39.588175	-57.746867	-48.175301	-45.059772	-42.817673	-39.858266	24.447810	-10.400325	-55.243477	-77.087951	-72.891670	-67.838048	-62.961721	-58.622760	-54.860649	-51.601099	-48.757724	-46.242421	-43.976183	-41.857125	-39.712395	-37.106353	-31.814804	
69.100000	-57.961463	-56.941857	-55.921467	-54.899735	-53.875703	-52.847722	-51.812930	-50.766254	-49.698385	-48.591032	-47.403394	-46.016631	-39.097416	-57.163013	-47.959855	-44.921192	-42.674999	-39.515152	14.631855	-11.644907	-72.398300	-76.531623	-71.969917	-66.769274	-61.887122	-57.601810	-53.911394	-50.724491	-47.947591	-45.487952	-43.257657	-41.132094	-38.869862	-35.722036	-24.445474	
69.200000	-57.961456	-56.941846	-55.921453	-54.899718	-53.875684	-52.847702	-51.812912	-50.766246	-49.698404	-48.591119	-47.403660	-46.017441	-38.448258	-56.602020	-47.753854	-44.786921	-42.531676	-39.121153	8.267569	-12.851031	-77.122858	-75.902360	-71.007530	-65.695158	-60.828004	-56.606255	-52.991618	-49.878456	-47.167126	-44.759516	-42.555428	-40.397065	-37.929542	-33.682550	7.946484	
69.300000	-57.961450	-56.941836	-55.921440	-54.899702	-53.875665	-52.847683	-51.812895	-50.766240	-49.698425	-48.591208	-47.403930	-46.018263	-37.528968	-56.063455	-47.556801	-44.656574	-42.387207	-38.657939	3.734528	-14.082140	-78.129910	-75.204543	-70.012266	-64.621632	-59.787639	-55.637590	-52.101768	-49.062744	-46.415317	-44.054616	-41.863262	-39.633869	-36.808733	-29.735789	37.343743	
69.400000	-57.961443	-56.941827	-55.921427	-54.899687	-53.875648	-52.847665	-51.812881	-50.766236	-49.698448	-48.591300	-47.404204	-46.019096	-36.079916	-55.546819	-47.368230	-44.529841	-42.241132	-38.092594	0.311127	-15.443095	-78.161450	-74.442771	-68.991818	-63.553964	-58.768740	-54.696943	-51.242042	-48.276882	-45.690812	-43.370025	-41.172826	-38.814809	-35.333201	-15.734921	26.785303	
69.500000	-57.961437	-56.941818	-55.921415	-54.899672	-53.875632	-52.847649	-51.812867	-50.766233	-49.698472	-48.591395	-47.404481	-46.019939	-33.274821	-55.051560	-47.187715	-44.406463	-42.092996	-37.370496	-2.381003	-17.163284	-77.892894	-73.622542	-67.953592	-62.496755	-57.773521	-53.785115	-50.412417	-47.520176	-44.991859	-42.701503	-40.472612	-37.894431	-33.043209	26.714394	14.928612	
69.600000	-57.961431	-56.941809	-55.921404	-54.899659	-53.875616	-52.847633	-51.812855	-50.766231	-49.698499	-48.591491	-47.404762	-46.020791	-23.955102	-54.577086	-47.014854	-44.286210	-41.942321	-36.382591	-4.569400	-19.939204	-77.491512	-72.750273	-66.904543	-61.453967	-56.803745	-52.902624	-49.612663	-46.791688	-44.316242	-42.043530	-39.746051	-36.789842	-28.127726	35.174747	7.723627	
69.700000	-57.961426	-56.941801	-55.921393	-54.899646	-53.875602	-52.847619	-51.812844	-50.766231	-49.698527	-48.591590	-47.405046	-46.021652	27.642521	-54.122776	-46.849257	-44.168874	-41.788171	-34.879153	-6.401746	-27.331469	-77.001380	-71.833076	-65.851058	-60.428953	-55.860775	-52.049737	-48.842356	-46.090213	-43.661128	-41.388931	-38.968412	-35.325995	-7.648326	21.129845	2.792371	
69.800000	-57.961421	-56.941793	-55.921383	-54.899634	-53.875588	-52.847605	-51.812834	-50.766232	-49.698557	-48.591691	-47.405332	-46.022522	42.712119	-53.687988	-46.690507	-44.054266	-41.629202	-32.100237	-7.979415	-53.009846	-76.435604	-70.878470	-64.798896	-59.424508	-54.945621	-51.226498	-48.100881	-45.414240	-43.022920	-40.727871	-38.099934	-33.039909	33.555291	11.586291	-0.878534	
69.900000	-57.961416	-56.941786	-55.921374	-54.899622	-53.875576	-52.847593	-51.812825	-50.766235	-49.698589	-48.591793	-47.405622	-46.023400	32.086016	-53.272065	-46.538215	-43.942199	-41.464225	-24.026909	-9.374025	-71.683288	-75.799633	-69.894087	-63.753161	-58.442918	-54.058987	-50.432757	-47.387425	-44.761880	-42.397133	-40.046767	-37.069936	-28.100125	32.247161	5.521674	-3.757122	
70.000000	-57.961411	-56.941779	-55.921365	-54.899611	-53.875563	-52.847581	-51.812817	-50.766239	-49.698621	-48.591897	-47.405913	-46.024284	23.416733	-52.874345	-46.392032	-43.832359	-41.292084	14.416206	-10.642645	-76.979408	-75.097666	-68.887423	-62.718298	-57.486011	-53.201304	-49.668181	-46.700964	-44.130805	-41.777889	-39.326061	-35.735272	-7.363971	18.591585	1.194905	-6.110012	
70.100000	-57.961407	-56.941772	-55.921356	-54.899601	-53.875552	-52.847570	-51.812810	-50.766244	-49.698655	-48.592003	-47.406207	-46.025176	17.152641	-52.494160	-46.251641	-43.724386	-41.111552	40.679850	-11.832270	-78.138685	-74.334432	-67.865634	-61.698125	-56.555209	-52.372771	-48.932266	-46.040239	-43.518181	-41.157594	-38.535156	-33.741096	33.861657	10.078968	-2.103031	-8.108622	
70.200000	-57.961402	-56.941766	-55.921348	-54.899591	-53.875541	-52.847560	-51.812805	-50.766250	-49.698691	-48.592110	-47.406503	-46.026073	12.476898	-52.130846	-46.116748	-43.618013	-40.921227	28.901431	-12.990631	-78.217888	-73.515592	-66.835391	-60.695867	-55.651576	-51.573380	-48.224346	-45.403738	-42.920424	-40.526175	-37.622846	-29.847516	32.321630	4.498142	-4.734991	-9.873864	
70.300000	-57.961398	-56.941760	-55.921340	-54.899582	-53.875531	-52.847551	-51.812800	-50.766257	-49.698727	-48.592218	-47.406801	-46.026976	8.881749	-51.783744	-45.987077	-43.513028	-40.718569	17.556484	-14.178114	-77.972943	-72.647665	-65.802782	-59.714200	-54.775862	-50.802939	-47.543589	-44.789618	-42.333198	-39.869315	-36.493028	-15.954709	18.668254	0.444597	-6.920117	-11.501985	
70.400000	-57.961395	-56.941754	-55.921333	-54.899573	-53.875522	-52.847542	-51.812795	-50.766264	-49.698765	-48.592328	-47.407100	-46.027885	6.054878	-51.452204	-45.862344	-43.409249	-40.499916	10.348107	-15.496722	-77.590214	-71.737779	-64.773260	-58.755305	-53.928544	-50.061093	-46.888982	-44.195685	-41.750940	-39.166481	-34.933740	26.939008	10.156089	-2.679244	-8.804304	-13.089526	
70.500000	-57.961391	-56.941749	-55.921326	-54.899564	-53.875513	-52.847535	-51.812792	-50.766273	-49.698803	-48.592439	-47.407401	-46.028798	3.789692	-51.135585	-45.742218	-43.306509	-40.261440	5.332778	-17.166563	-77.118428	-70.793380	-63.751632	-57.820919	-53.109862	-49.347339	-46.259332	-43.619325	-41.166519	-38.385394	-32.344174	35.759575	4.571296	-5.193867	-10.494631	-14.764289	
70.600000	-57.961387	-56.941744	-55.921319	-54.899557	-53.875505	-52.847527	-51.812790	-50.766283	-49.698843	-48.592551	-47.407703	-46.029715	1.942679	-50.833261	-45.626412	-43.204657	-39.998738	1.602507	-19.856637	-76.571816	-69.821956	-62.742063	-56.912383	-52.319850	-48.661028	-45.653232	-43.057313	-40.570690	-37.470889	-26.002960	21.672838	0.515315	-7.297726	-12.083999	-16.777825	
70.700000	-57.961384	-56.941739	-55.921313	-54.899549	-53.875497	-52.847521	-51.812788	-50.766294	-49.698883	-48.592663	-47.408006	-46.030636	0.411644	-50.544618	-45.514679	-43.103546	-39.705514	-1.295263	-26.932531	-75.956012	-68.830796	-61.748106	-56.030691	-51.558360	-48.001376	-45.069025	-42.505890	-39.950372	-36.317601	2.790844	12.012335	-2.609179	-9.125579	-13.671920	-19.871288	
70.800000	-57.961381	-56.941734	-55.921307	-54.899542	-53.875490	-52.847515	-51.812786	-50.766305	-49.698924	-48.592777	-47.408311	-46.031560	-0.877433	-50.269056	-45.406798	-43.003035	-39.370722	-3.624164	-52.179106	-75.275120	-67.826811	-60.772745	-55.176533	-50.825090	-47.367461	-44.504816	-41.960201	-39.287298	-34.686998	37.550354	5.874927	-5.122943	-10.778739	-15.412281	-27.806997	
70.900000	-57.961378	-56.941730	-55.921301	-54.899536	-53.875483	-52.847509	-51.812786	-50.766317	-49.698966	-48.592892	-47.408616	-46.032488	-1.978594	-50.005997	-45.302570	-42.902911	-38.980304	-5.552193	-71.424757	-74.533678	-66.816400	-59.818438	-54.350338	-50.119594	-46.758210	-43.958319	-41.414476	-38.552900	-31.870836	29.321254	1.505675	-7.224116	-12.346365	-17.651658	-53.543125	
71.000000	-57.961375	-56.941726	-55.921296	-54.899529	-53.875476	-52.847505	-51.812786	-50.766330	-49.699009	-48.593007	-47.408922	-46.033418	-2.932066	-49.754881	-45.201809	-42.802719	-38.513227	-7.192465	-76.943714	-73.737140	-65.805371	-58.887171	-53.552304	-49.441300	-46.172394	-43.426958	-40.860950	-37.699708	-24.362648	16.687945	-1.816732	-9.047471	-13.933190	-21.591011	-71.461438	
71.100000	-57.961373	-56.941722	-55.921291	-54.899524	-53.875471	-52.847500	-51.812787	-50.766343	-49.699052	-48.593123	-47.409229	-46.034350	-3.767944	-49.515153	-45.104344	-42.702071	-37.931705	-8.624450	-78.164190	-72.891826	-64.798901	-57.980509	-52.782435	-48.789518	-45.608625	-42.907566	-40.289634	-36.639964	9.347732	8.981469	-4.461070	-10.693264	-15.705183	-34.456406	-76.530364	
71.200000	-57.961370	-56.941718	-55.921286	-54.899518	-53.875465	-52.847496	-51.812788	-50.766357	-49.699096	-48.593239	-47.409536	-46.035284	-4.508890	-49.286285	-45.010012	-42.600674	-37.171530	-9.906901	-78.265590	-72.004683	-63.801526	-57.099641	-52.040564	-48.163444	-45.065291	-42.396520	-39.686451	-35.184116	38.412489	3.784081	-6.649136	-12.249383	-18.063172	-61.880744	-77.578523	
71.300000	-57.961368	-56.941714	-55.921281	-54.899513	-53.875460	-52.847493	-51.812789	-50.766371	-49.699141	-48.593356	-47.409844	-46.036220	-5.172735	-49.067772	-44.918643	-42.498275	-36.100061	-11.085860	-78.034826	-71.083004	-62.817158	-56.245431	-51.326377	-47.562163	-44.540617	-41.889258	-39.030622	-32.815146	27.527509	-0.044915	-8.527468	-13.816158	-22.505891	-74.065023	-77.543200	
71.400000	-57.961365	-56.941711	-55.921277	-54.899508	-53.875455	-52.847490	-51.812792	-50.766386	-49.699186	-48.593474	-47.410151	-46.037157	-5.774333	-48.859132	-44.829991	-42.394635	-34.394761	-12.203614	-77.665443	-70.134151	-61.849117	-55.418457	-50.639430	-46.984638	-44.032492	-41.380359	-38.290026	-27.362232	15.612996	-3.021122	-10.202636	-15.548827	-38.208254	-77.145425	-77.162658	
71.500000	-57.961363	-56.941708	-55.921273	-54.899503	-53.875451	-52.847487	-51.812794	-50.766402	-49.699232	-48.593592	-47.410460	-46.038095	-6.322375	-48.659883	-44.743842	-42.289519	-30.962408	-13.305190	-77.207856	-69.165314	-60.900171	-54.619052	-49.979166	-46.429729	-43.538633	-40.862676	-37.408826	-2.998419	8.324733	-5.432014	-11.762602	-17.811831	-64.640344	-77.669074	-76.622134	
71.600000	-57.961361	-56.941705	-55.921269	-54.899499	-53.875447	-52.847485	-51.812797	-50.766418	-49.699278	-48.593710	-47.410768	-46.039033	-6.828643	-48.469562	-44.660026	-42.182685	-18.629454	-14.450857	-76.676671	-68.183326	-59.972589	-53.847336	-49.344926	-45.896146	-43.056225	-40.327098	-36.279784	36.407205	3.336708	-7.459121	-13.296886	-21.901357	-74.851562	-77.483881	-75.971267	
71.700000	-57.961359	-56.941702	-55.921265	-54.899495	-53.875443	-52.847483	-51.812801	-50.766434	-49.699325	-48.593829	-47.411076	-46.039972	-7.296731	-48.287735	-44.578402	-42.073875	27.410579	-15.745817	-76.077540	-67.194529	-59.068184	-53.103247	-48.735955	-45.382484	-42.582250	-39.760839	-34.658366	31.573192	-0.366482	-9.226808	-14.934594	-35.728246	-77.337935	-77.047600	-75.225452	
71.800000	-57.961357	-56.941699	-55.921262	-54.899491	-53.875439	-52.847482	-51.812805	-50.766451	-49.699371	-48.593947	-47.411384	-46.040911	-7.736763	-48.113993	-44.498847	-41.962813	39.139710	-17.425975	-75.414468	-66.204688	-58.188371	-52.386567	-48.151408	-44.887155	-42.112800	-39.145449	-31.810208	18.270692	-3.259547	-10.829937	-16.931671	-62.949411	-77.708088	-76.477024	-74.391700	
71.900000	-57.961355	-56.941697	-55.921259	-54.899488	-53.875436	-52.847480	-51.812809	-50.766468	-49.699419	-48.594067	-47.411692	-46.041850	-8.148424	-47.947951	-44.421247	-41.848889	25.659078	-20.248999	-74.691849	-65.218951	-57.334209	-51.696945	-47.590359	-44.408438	-41.643615	-38.452691	-24.015800	10.054199	-5.612592	-12.351386	-20.069212	-74.412065	-77.480473	-75.804532	-73.475733	
72.000000	-57.961354	-56.941694	-55.921256	-54.899484	-53.875433	-52.847479	-51.812813	-50.766486	-49.699466	-48.594186	-47.411999	-46.042788	-8.541265	-47.789221	-44.345500	-41.731166	15.719342	-28.229693	-73.914980	-64.241831	-56.506449	-51.033913	-47.051778	-43.944353	-41.168899	-37.634498	10.994550	4.594442	-7.597695	-13.889772	-28.424560	-77.273567	-77.030679	-75.041114	-72.483934	
72.100000	-57.961352	-56.941692	-55.921253	-54.899481	-53.875431	-52.847479	-51.812818	-50.766504	-49.699514	-48.594305	-47.412307	-46.043725	-8.915177	-47.637417	-44.271511	-41.608849	9.238057	-54.775963	-73.090014	-63.277227	-55.705573	-50.396905	-46.534573	-43.492791	-40.681890	-36.601779	38.819666	0.609931	-9.333788	-15.598072	-54.750130	-77.748496	-76.455308	-74.192838	-71.423741	
72.200000	-57.961351	-56.941690	-55.921250	-54.899478	-53.875428	-52.847479	-51.812824	-50.766522	-49.699562	-48.594424	-47.412614	-46.044662	-9.271699	-47.492185	-44.199189	-41.481200	4.620627	-72.328591	-72.223744	-62.328446	-54.931833	-49.785265	-46.037521	-43.051192	-40.172946	-35.160717	27.473426	-2.464835	-10.912680	-17.839004	-71.960027	-77.559929	-75.781570	-73.265440	-70.303513	
72.300000	-57.961349	-56.941687	-55.921247	-54.899475	-53.875426	-52.847479	-51.812829	-50.766540	-49.699611	-48.594544	-47.412920	-46.045597	-9.619311	-47.353196	-44.128450	-41.347454	1.139412	-77.185744	-71.323315	-61.398253	-54.185281	-49.198260	-45.559348	-42.616921	-39.629497	-32.777723	15.688830	-4.938907	-12.414831	-21.909309	-76.748529	-77.133822	-75.019117	-72.265539	-69.132211	
72.400000	-57.961348	-56.941685	-55.921245	-54.899473	-53.875424	-52.847479	-51.812835	-50.766559	-49.699659	-48.594663	-47.413226	-46.046531	-9.953872	-47.220146	-44.059213	-41.206774	-1.589156	-78.237263	-70.395957	-60.488910	-53.465802	-48.635086	-45.098608	-42.186534	-39.032209	-27.171507	8.448044	-7.004257	-13.937489	-35.744647	-77.737805	-76.579022	-74.173722	-71.200790	-67.919063	
72.500000	-57.961346	-56.941684	-55.921243	-54.899470	-53.875422	-52.847479	-51.812841	-50.766578	-49.699708	-48.594783	-47.413531	-46.047464	-10.277915	-47.092745	-43.991404	-41.058211	-3.796302	-78.297907	-69.448741	-59.602231	-52.773137	-48.094866	-44.653828	-41.756415	-38.352056	-1.617749	3.477878	-8.790610	-15.633212	-63.016358	-77.708009	-75.925785	-73.251096	-70.079670	-66.673237	
72.600000	-57.961345	-56.941682	-55.921240	-54.899468	-53.875421	-52.847480	-51.812847	-50.766597	-49.699757	-48.594902	-47.413836	-46.048394	-10.599358	-46.970724	-43.924903	-40.900590	-5.632004	-78.058962	-68.488400	-58.739628	-52.106903	-47.576670	-44.223286	-41.321777	-37.538613	37.215521	-0.214361	-10.393307	-17.865252	-74.478802	-77.353642	-75.184460	-72.257891	-68.911150	-65.403590	
72.700000	-57.961344	-56.941680	-55.921238	-54.899466	-53.875419	-52.847481	-51.812854	-50.766617	-49.699806	-48.595021	-47.414140	-46.049323	-10.912851	-46.853804	-43.859508	-40.731547	-7.198327	-77.690874	-67.521187	-57.902161	-51.466616	-47.079489	-43.805234	-40.876884	-36.497220	31.529846	-3.097830	-11.894009	-21.938117	-77.342584	-76.848760	-74.360844	-71.201768	-67.704351	-64.118465	
