APthreshold.hoc:  ilow=20  istep=10  nsteps=35  verbosedata=0  useCellType=WT-2005  

Time (ms)	20 pA	30 pA	40 pA	50 pA	60 pA	70 pA	80 pA	90 pA	100 pA	110 pA	120 pA	130 pA	140 pA	150 pA	160 pA	170 pA	180 pA	190 pA	200 pA	210 pA	220 pA	230 pA	240 pA	250 pA	260 pA	270 pA	280 pA	290 pA	300 pA	310 pA	320 pA	330 pA	340 pA	350 pA	360 pA	
180.200000	-57.961334	-56.941683	-55.921286	-54.899628	-53.875842	-52.848473	-51.815064	-50.771425	-49.710242	-48.618193	-47.469039	-46.203207	-44.574421	-59.495939	-42.907481	-59.281383	-47.309477	-47.717359	-55.971411	-76.944567	-34.402970	-51.425694	-23.785281	-45.552278	-77.733911	-46.518560	-16.165145	-54.614594	33.305477	-72.264736	-45.255645	-8.204070	-68.593743	-44.625812	-4.322710	
180.300000	-57.961334	-56.941683	-55.921286	-54.899628	-53.875842	-52.848473	-51.815065	-50.771425	-49.710243	-48.618193	-47.469040	-46.203209	-44.574413	-58.846886	-42.848402	-58.565721	-47.039650	-47.385571	-55.261257	-76.374623	-31.209015	-50.773264	-43.132383	-45.051188	-78.022183	-45.902967	-18.684836	-53.641036	19.386237	-71.237694	-44.499462	-9.970915	-67.392085	-43.785802	-6.638850	
180.400000	-57.961334	-56.941683	-55.921286	-54.899628	-53.875842	-52.848473	-51.815065	-50.771426	-49.710243	-48.618193	-47.469041	-46.203211	-44.574405	-58.221410	-42.788859	-57.874663	-46.781105	-47.067742	-54.577137	-75.736817	-20.975940	-50.146606	-67.613387	-44.567382	-77.816159	-45.310045	-23.987400	-52.697278	10.597840	-70.161701	-43.766932	-11.605309	-66.165154	-42.968808	-8.622774	
180.500000	-57.961334	-56.941683	-55.921286	-54.899628	-53.875842	-52.848473	-51.815065	-50.771426	-49.710243	-48.618194	-47.469042	-46.203213	-44.574397	-57.619353	-42.728738	-57.208253	-46.533177	-46.763144	-53.918779	-75.035314	20.970165	-49.545033	-75.878759	-44.098941	-77.422842	-44.738004	-43.824082	-51.783844	4.878603	-69.045366	-43.054330	-13.206068	-64.921232	-42.169028	-10.394515	
180.600000	-57.961334	-56.941683	-55.921286	-54.899628	-53.875842	-52.848473	-51.815065	-50.771426	-49.710243	-48.618194	-47.469043	-46.203215	-44.574389	-57.040443	-42.667941	-56.566378	-46.295240	-46.471001	-53.285800	-74.274954	39.327463	-48.967780	-77.830673	-43.643876	-76.921418	-44.184752	-67.808542	-50.900993	0.747924	-67.897306	-42.356739	-14.909155	-63.668004	-41.378166	-12.056403	
180.700000	-57.961334	-56.941683	-55.921286	-54.899628	-53.875842	-52.848473	-51.815065	-50.771426	-49.710243	-48.618195	-47.469044	-46.203216	-44.574382	-56.484308	-42.606380	-55.948799	-46.066724	-46.190566	-52.677723	-73.461503	26.025879	-48.414020	-78.108085	-43.199754	-76.334301	-43.647888	-75.819253	-50.048744	-2.422124	-66.725888	-41.667522	-16.988181	-62.412465	-40.584244	-13.718086	
180.800000	-57.961334	-56.941683	-55.921286	-54.899628	-53.875842	-52.848473	-51.815065	-50.771426	-49.710244	-48.618195	-47.469044	-46.203218	-44.574374	-55.950500	-42.543965	-55.355166	-45.847093	-45.921157	-52.093995	-72.601520	15.249269	-47.882853	-77.910994	-42.764042	-75.669493	-43.124493	-77.695200	-49.226893	-4.964923	-65.539029	-40.977694	-20.286195	-61.160879	-39.769618	-15.551621	
180.900000	-57.961334	-56.941683	-55.921286	-54.899628	-53.875842	-52.848473	-51.815065	-50.771426	-49.710244	-48.618195	-47.469045	-46.203220	-44.574367	-55.438505	-42.480606	-54.785040	-45.635741	-45.662063	-51.534000	-71.702103	8.451151	-47.373321	-77.534129	-42.333619	-74.931881	-42.611279	-77.932371	-48.435018	-7.084781	-64.344062	-40.274945	-29.334165	-59.918773	-38.907215	-17.956279	
181.000000	-57.961334	-56.941683	-55.921286	-54.899628	-53.875842	-52.848473	-51.815065	-50.771426	-49.710244	-48.618196	-47.469046	-46.203222	-44.574359	-54.947764	-42.416208	-54.237914	-45.432082	-45.412521	-50.997071	-70.770597	3.693047	-46.884400	-77.053374	-41.904937	-74.126407	-42.104050	-77.697098	-47.672476	-8.919246	-63.147648	-39.541368	-56.132293	-58.690953	-37.952609	-22.400968	
181.100000	-57.961334	-56.941683	-55.921286	-54.899628	-53.875842	-52.848473	-51.815065	-50.771426	-49.710244	-48.618196	-47.469047	-46.203223	-44.574352	-54.477676	-42.350670	-53.713221	-45.235607	-45.171857	-50.482499	-69.814332	0.130303	-46.415010	-76.490158	-41.473861	-73.258891	-41.598033	-77.277592	-46.938388	-10.569816	-61.955737	-38.749720	-72.357129	-57.481547	-36.825346	-37.816616	
181.200000	-57.961334	-56.941683	-55.921286	-54.899628	-53.875842	-52.848473	-51.815065	-50.771426	-49.710244	-48.618197	-47.469048	-46.203225	-44.574345	-54.027616	-42.283888	-53.210351	-45.045858	-44.939463	-49.989540	-68.840397	-2.659720	-45.963991	-75.852086	-41.034880	-72.336095	-41.086781	-76.748677	-46.231619	-12.124781	-60.773563	-37.855517	-76.800157	-56.294047	-35.357569	-64.283905	
181.300000	-57.961334	-56.941683	-55.921286	-54.899628	-53.875842	-52.848474	-51.815065	-50.771426	-49.710245	-48.618197	-47.469049	-46.203227	-44.574337	-53.596937	-42.215747	-52.728660	-44.862399	-44.714679	-49.517425	-67.855476	-4.924988	-45.530153	-75.143797	-40.581759	-71.365497	-40.562586	-76.131791	-45.550739	-13.680416	-59.605667	-36.777941	-77.696697	-55.131368	-33.112796	-74.683426	
181.400000	-57.961334	-56.941683	-55.921286	-54.899628	-53.875842	-52.848474	-51.815065	-50.771427	-49.710245	-48.618197	-47.469049	-46.203229	-44.574330	-53.184981	-42.146127	-52.267476	-44.684670	-44.496744	-49.065359	-66.865727	-6.824592	-45.112166	-74.370003	-40.105164	-70.355003	-40.014309	-75.434858	-44.893955	-15.384438	-58.455928	-35.347315	-77.634326	-53.995896	-28.419432	-77.230987	
181.500000	-57.961334	-56.941683	-55.921286	-54.899628	-53.875842	-52.848474	-51.815065	-50.771427	-49.710245	-48.618198	-47.469050	-46.203230	-44.574323	-52.791084	-42.074898	-51.826112	-44.512137	-44.285005	-48.632537	-65.876712	-8.466944	-44.708729	-73.536279	-39.593490	-69.312637	-39.427207	-74.662942	-44.259080	-17.568842	-57.327615	-33.119521	-77.260067	-52.889546	-9.611821	-77.609199	
181.600000	-57.961334	-56.941683	-55.921286	-54.899628	-53.875842	-52.848474	-51.815065	-50.771427	-49.710245	-48.618198	-47.469051	-46.203232	-44.574316	-52.414578	-42.001918	-51.403870	-44.344356	-44.078898	-48.218128	-64.893368	-9.932363	-44.318335	-72.649130	-39.028355	-68.246281	-38.778217	-73.821267	-43.643412	-21.365741	-56.223437	-28.374947	-76.737160	-51.813805	31.925506	-77.371465	
181.700000	-57.961334	-56.941683	-55.921286	-54.899628	-53.875842	-52.848474	-51.815065	-50.771427	-49.710245	-48.618199	-47.469052	-46.203234	-44.574309	-52.054799	-41.926940	-51.000043	-44.180942	-43.877900	-47.821306	-63.920003	-11.282776	-43.939463	-71.715770	-38.382782	-67.163463	-38.031017	-72.915966	-43.043582	-33.528355	-55.145600	-8.923751	-76.109798	-50.769769	32.669130	-76.904005	
181.800000	-57.961334	-56.941683	-55.921286	-54.899628	-53.875842	-52.848474	-51.815065	-50.771427	-49.710246	-48.618199	-47.469053	-46.203235	-44.574302	-51.711092	-41.849375	-50.613928	-44.021554	-43.681273	-47.441225	-62.960315	-12.579466	-43.570525	-70.743839	-37.609942	-66.071207	-37.121489	-71.954115	-42.455530	-61.156128	-54.095855	32.874006	-75.391945	-49.758172	18.764898	-76.306654	
181.900000	-57.961334	-56.941683	-55.921286	-54.899628	-53.875842	-52.848474	-51.815065	-50.771427	-49.710246	-48.618199	-47.469053	-46.203237	-44.574295	-51.382806	-41.768701	-50.244815	-43.865829	-43.488242	-47.077028	-62.017426	-13.892554	-43.209589	-69.741103	-36.623467	-64.975930	-35.921152	-70.943496	-41.873994	-73.959686	-53.075552	32.955177	-74.590185	-48.779396	10.018334	-75.607757	
182.000000	-57.961334	-56.941683	-55.921286	-54.899628	-53.875842	-52.848474	-51.815065	-50.771427	-49.710246	-48.618200	-47.469054	-46.203239	-44.574289	-51.069303	-41.684476	-49.892010	-43.713205	-43.298173	-46.727890	-61.093929	-15.331677	-42.854862	-68.715198	-35.236711	-63.883389	-34.121059	-69.892292	-41.292452	-77.246044	-52.085678	19.051553	-73.710040	-47.833463	4.347895	-74.817494	
182.100000	-57.961334	-56.941683	-55.921286	-54.899628	-53.875842	-52.848474	-51.815065	-50.771427	-49.710246	-48.618200	-47.469055	-46.203240	-44.574282	-50.769961	-41.596276	-49.554821	-43.563165	-43.110518	-46.392927	-60.191931	-17.140223	-42.504157	-67.673425	-32.941817	-62.798666	-30.702418	-68.808777	-40.702261	-77.848674	-51.126900	10.304161	-72.757704	-46.919998	0.248026	-73.941992	
182.200000	-57.961334	-56.941683	-55.921286	-54.899628	-53.875842	-52.848474	-51.815066	-50.771427	-49.710246	-48.618201	-47.469056	-46.203242	-44.574275	-50.484168	-41.503655	-49.232561	-43.415300	-42.924770	-46.071285	-59.313108	-20.059329	-42.154863	-66.622596	-27.622364	-61.726178	-19.524679	-67.701052	-40.091632	-77.716626	-50.199585	4.617228	-71.740387	-46.038171	-2.907271	-72.987273	
182.300000	-57.961334	-56.941683	-55.921286	-54.899628	-53.875842	-52.848474	-51.815066	-50.771427	-49.710247	-48.618201	-47.469057	-46.203244	-44.574269	-50.211327	-41.406122	-48.924569	-43.269259	-42.740134	-45.762154	-58.458750	-27.963596	-41.804499	-65.568936	-3.540175	-60.669701	22.270662	-66.576833	-39.444212	-77.332155	-49.303825	0.506533	-70.666165	-45.186582	-5.448693	-71.960280	
182.400000	-57.961334	-56.941683	-55.921286	-54.899628	-53.875842	-52.848474	-51.815066	-50.771428	-49.710247	-48.618201	-47.469057	-46.203245	-44.574262	-49.950865	-41.303126	-48.630189	-43.124730	-42.555585	-45.464632	-57.629810	-54.207205	-41.449600	-64.518029	36.847017	-59.632419	37.915222	-65.443308	-38.734778	-76.817868	-48.439439	-2.652751	-69.543684	-44.363112	-7.580162	-70.868961	
182.500000	-57.961334	-56.941683	-55.921286	-54.899628	-53.875842	-52.848474	-51.815066	-50.771428	-49.710247	-48.618202	-47.469058	-46.203247	-44.574256	-49.702223	-41.194041	-48.348771	-42.981417	-42.370271	-45.177848	-56.826948	-72.043389	-41.086002	-63.474801	32.491493	-58.616969	24.176499	-64.307033	-37.922862	-76.207491	-47.605968	-5.191897	-68.381826	-43.564688	-9.440536	-69.722029	
182.600000	-57.961334	-56.941683	-55.921286	-54.899628	-53.875842	-52.848474	-51.815066	-50.771428	-49.710247	-48.618202	-47.469059	-46.203249	-44.574249	-49.464852	-41.078143	-48.079693	-42.838890	-42.183434	-44.901023	-56.050569	-77.031171	-40.709261	-62.443528	19.063191	-57.625491	13.659383	-63.173885	-36.935959	-75.512133	-46.802647	-7.314577	-67.189400	-42.786967	-11.136978	-68.528627	
182.700000	-57.961334	-56.941683	-55.921286	-54.899628	-53.875842	-52.848474	-51.815066	-50.771428	-49.710247	-48.618203	-47.469060	-46.203250	-44.574243	-49.238226	-40.954584	-47.822364	-42.696417	-41.994349	-44.633296	-55.300860	-78.108698	-40.312424	-61.427864	10.689609	-56.659686	7.078971	-62.049049	-35.625075	-74.737560	-46.028365	-9.158655	-65.974901	-42.023885	-12.768956	-67.297993	
182.800000	-57.961334	-56.941683	-55.921286	-54.899628	-53.875842	-52.848474	-51.815066	-50.771428	-49.710248	-48.618203	-47.469061	-46.203252	-44.574237	-49.021847	-40.821749	-47.576178	-42.553392	-41.802032	-44.373718	-54.577821	-78.159926	-39.887052	-60.430882	5.134012	-55.720860	2.463034	-60.937028	-33.615262	-73.889016	-45.281606	-10.827922	-64.746323	-41.266989	-14.461151	-66.039169	
182.900000	-57.961334	-56.941683	-55.921286	-54.899628	-53.875842	-52.848474	-51.815066	-50.771428	-49.710248	-48.618203	-47.469061	-46.203253	-44.574230	-48.815235	-40.677225	-47.340549	-42.409311	-41.604737	-44.121464	-53.881296	-77.898102	-39.421261	-59.455121	1.092034	-54.809975	-1.010213	-59.841677	-29.563269	-72.972525	-44.560347	-12.414103	-63.511029	-40.504245	-16.444079	-64.760775	
183.000000	-57.961334	-56.941683	-55.921286	-54.899628	-53.875842	-52.848474	-51.815066	-50.771428	-49.710248	-48.618204	-47.469062	-46.203255	-44.574224	-48.617908	-40.518591	-47.114934	-42.263715	-41.400778	-43.875797	-53.210993	-77.499910	-38.896622	-58.502638	-2.016408	-53.927692	-3.749298	-58.766245	-14.394903	-71.995104	-43.861933	-14.026736	-62.275683	-39.718085	-19.354436	-63.470848	
183.100000	-57.961334	-56.941683	-55.921286	-54.899628	-53.875842	-52.848474	-51.815066	-50.771428	-49.710248	-48.618204	-47.469063	-46.203257	-44.574218	-48.429410	-40.343156	-46.898826	-42.116151	-41.188536	-43.635770	-52.566510	-77.011890	-38.285506	-57.575060	-4.507367	-53.074405	-5.994634	-57.713427	29.008797	-70.964581	-43.182936	-15.843545	-61.046222	-38.881755	-26.185014	-62.176741	
183.200000	-57.961334	-56.941683	-55.921286	-54.899628	-53.875842	-52.848474	-51.815066	-50.771428	-49.710248	-48.618204	-47.469064	-46.203258	-44.574212	-48.249312	-40.147715	-46.691694	-41.966158	-40.966301	-43.400340	-51.947349	-76.447838	-37.539812	-56.673630	-6.576341	-52.250280	-7.902050	-56.685415	35.588776	-69.889289	-42.518914	-18.304901	-59.827851	-37.951554	-50.069689	-60.885064	
183.300000	-57.961334	-56.941683	-55.921286	-54.899628	-53.875842	-52.848474	-51.815066	-50.771428	-49.710249	-48.618205	-47.469064	-46.203260	-44.574206	-48.077212	-39.928263	-46.493007	-41.812921	-40.731514	-43.168629	-51.352934	-75.813404	-36.569375	-55.799256	-8.353884	-51.455280	-9.581021	-55.683953	21.394456	-68.777755	-41.863998	-23.140825	-58.625078	-36.848595	-70.211843	-59.601678	
183.400000	-57.961334	-56.941683	-55.921286	-54.899628	-53.875842	-52.848474	-51.815066	-50.771429	-49.710249	-48.618205	-47.469065	-46.203261	-44.574200	-47.912725	-39.678049	-46.302289	-41.655101	-40.479939	-42.939860	-50.782623	-75.112839	-35.177186	-54.952556	-9.934694	-50.689190	-11.117244	-54.710384	11.864953	-67.638402	-41.210547	-40.722467	-57.441748	-35.408896	-76.237145	-58.331702	
183.500000	-57.961334	-56.941683	-55.921286	-54.899628	-53.875843	-52.848474	-51.815066	-50.771429	-49.710249	-48.618206	-47.469066	-46.203263	-44.574194	-47.755462	-39.386426	-46.119104	-41.491499	-40.207024	-42.713020	-50.235716	-74.350874	-32.816549	-54.133893	-11.393304	-49.951632	-12.589208	-53.765701	5.783967	-66.479323	-40.548193	-66.124736	-56.281098	-33.208933	-77.550872	-57.079557	
183.600000	-57.961334	-56.941683	-55.921286	-54.899628	-53.875843	-52.848474	-51.815066	-50.771429	-49.710249	-48.618206	-47.469067	-46.203264	-44.574188	-47.605042	-39.040127	-45.943052	-41.320972	-39.907565	-42.486727	-49.711470	-73.533161	-27.111697	-53.343410	-12.804267	-49.242082	-14.092654	-52.850584	1.447698	-65.308108	-39.862262	-75.276846	-55.145807	-28.649182	-77.596574	-55.849005	
183.700000	-57.961334	-56.941683	-55.921286	-54.899628	-53.875843	-52.848474	-51.815066	-50.771429	-49.710249	-48.618206	-47.469067	-46.203266	-44.574182	-47.461117	-38.619669	-45.773697	-41.142320	-39.573285	-42.259776	-49.209099	-72.666210	-0.333587	-52.581064	-14.256675	-48.559875	-15.786723	-51.965441	-1.851680	-64.131726	-39.131482	-77.467397	-54.038053	-10.608817	-77.251283	-54.643204	
183.800000	-57.961334	-56.941683	-55.921286	-54.899628	-53.875843	-52.848474	-51.815066	-50.771429	-49.710249	-48.618207	-47.469068	-46.203268	-44.574176	-47.323364	-38.088950	-45.610576	-40.954200	-39.191147	-42.031080	-48.727785	-71.757141	38.287474	-51.846647	-15.911307	-47.904208	-18.055788	-51.110434	-4.478801	-62.956463	-38.322352	-77.769215	-52.959561	31.393995	-76.734679	-53.464767	
183.900000	-57.961334	-56.941683	-55.921286	-54.899628	-53.875843	-52.848474	-51.815066	-50.771429	-49.710250	-48.618207	-47.469069	-46.203269	-44.574171	-47.191482	-37.388512	-45.453284	-40.754384	-38.744345	-41.799406	-48.266676	-70.813400	31.925065	-51.139807	-18.155622	-47.274141	-22.335878	-50.285510	-6.653355	-61.787898	-37.377331	-77.530734	-51.911652	33.222129	-76.105247	-52.315805	
